#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BA06E2
#Date Time: 2025-04-01 17:17:32.637.822.900
#Sample rate: 27.307Hz
#Samples: 15765
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V Readback: 5.000310592 V
#Negative Supply: ON
#Voltage: -5 V Readback: -4.9988049723 V

Time (s),Channel 1 (V),Channel 2 (V)
-291.09754685,0.05921719043588024,2.522586124324913
-291.0609262,0.06910503394470324,2.529781863184609
-291.02430555,0.06730724421583006,2.532480265256996
-290.9876849,0.09517298501338828,2.512691983392806
-290.95106425,0.06550945448695358,2.539676004116705
-290.9144436,0.09966745933557782,2.512691983392803
-290.87782295,0.1023641439288876,2.509993581320416
-290.8412023,0.102364143928913,2.509993581320404
-290.80458165,0.1302298847264475,2.496501570958466
-290.767961,0.1149486720310253,2.505496244533091
-290.73134035,0.146409992286321,2.485707962668906
-290.6947197,0.1320276744553354,2.497401038315919
-290.65809905,0.1374210436419468,2.504596777175636
-290.6214784,0.1500055717440706,2.491104766813686
-290.58485775,0.115847566895466,2.51628985282266
-290.5482371,0.1347243590486346,2.517189320180123
-290.51161645,0.1203420412176433,2.493803168886098
-290.4749958,0.1284320949975727,2.517189320180123
-290.43837515,0.1023641439289113,2.520787189609973
-290.4017545,0.1185442514887611,2.502797842460709
-290.36513385,0.1095553028443869,2.516289852822659
-290.3285132,0.1041619336577624,2.509094113962953
-290.29189255,0.1347243590486346,2.502797842460709
-290.2552719,0.1230387258109694,2.48480849531146
-290.21865125,0.146409992286321,2.503697309818173
-290.1820306,0.1571967306595601,2.487506897383848
-290.14540995,0.1733768382194434,2.482110093239053
-290.1087893,0.1895569457793022,2.457824474587566
-290.07216865,0.1859613663215672,2.450628735727837
-290.035548,0.2192204763057516,2.442533529510668
-289.99892735,0.2147260019835645,2.435337790650961
-289.9623067,0.2255127403568135,2.417348443501695
-289.92568605,0.2425917427811268,2.429940986506177
-289.8890654,0.2452884273744366,2.425443649718865
-289.85244475,0.2416928479166902,2.396660694280065
-289.8158241,0.2318050044078754,2.385867085990479
-289.77920345,0.2587718503409733,2.418247910859129
-289.7425828,0.2318050044078754,2.407454302569599
-289.70596215,0.230906109543438,2.435337790650961
-289.6693415,0.2246138454923785,2.424544182361398
-289.63272085,0.2273105300856883,2.420946312931548
-289.5961002,0.2318050044078582,2.437136725365881
-289.55947955,0.2129282122546897,2.429940986506181
-289.5228589,0.1958492098303943,2.428142051791256
-289.48623825,0.1958492098303788,2.436237258008425
-289.4496176,0.2075348430680546,2.404755900497237
-289.41299695,0.2165237917124394,2.463221278732324
-289.3763763,0.2273105300856883,2.465919680804714
-289.33975565,0.199444789288144,2.442533529510682
-289.303135,0.2165237917124394,2.457824474587544
-289.26651435,0.2066359482036147,2.424544182361487
-289.2298937,0.1922536303726291,2.518988254895049
-289.19327305,0.1733768382194606,2.433538855936112
-289.1566524,0.1787702074060679,2.518088787537586
-289.12003175,0.1778713125416313,2.479411691166698
-289.0834111,0.1697812587616938,2.469517550234567
-289.04679045,0.1706801536261312,2.450628735727837
-289.0101698,0.1805679971349378,2.457824474587551
-288.97354915,0.1751746279483183,2.465020213447251
-288.9369285,0.170680153626123,2.460522876659965
-288.90030785,0.161691204981757,2.49470263624354
-288.8636872,0.1625900998461936,2.485707962668914
-288.82706655,0.1670845741683815,2.433538855936034
-288.7904459,0.1410166230997202,2.483009560596472
-288.75382525,0.150904466608508,2.465020213447251
-288.7172046,0.1473088871507584,2.530681330542072
-288.68058395,0.1239376206753823,2.514490918107746
-288.6439633,0.1203420412176359,2.529781863184609
-288.60734265,0.1293309898620068,2.502797842460706
-288.570722,0.1257354104042604,2.499199973030856
-288.53410135,0.09157740555566968,2.534279199971893
-288.4974807,0.0960718798778257,2.48390902795398
-288.46086005,0.08438624664014993,2.527982928469642
-288.4242394,0.09427409014895088,2.491104766813686
-288.38761875,0.09786966960670054,2.573855763700311
-288.3509981,0.09517298501341608,2.500099440388339
-288.31437745,0.1257354104042604,2.521686656967439
-288.2777568,0.1158475668954595,2.536977602044245
-288.24113615,0.1275332001331352,2.460522876659934
-288.2045155,0.1221398309465156,2.552268547121108
-288.16789485,0.1284320949975727,2.493803168886076
-288.1312742,0.1158475668954488,2.526183993754755
-288.09465355,0.1149486720310114,2.515390385465196
-288.0580329,0.1095553028443869,2.501898375103246
-288.02141225,0.1266343052686937,2.530681330542052
-287.9847916,0.1221398309465107,2.508194646605489
-287.94817095,0.1239376206754232,2.547771210333803
-287.9115503,0.1652867844395067,2.468618082877104
-287.87492965,0.1841635765926752,2.492004234171128
-287.838309,0.1805679971349427,2.474914354379347
-287.80168835,0.183264681728255,2.504596777175636
-287.7650677,0.1913547355081917,2.446131398940521
-287.72844705,0.1841635765926924,2.48390902795398
-287.6918264,0.1895569457793242,2.462321811374913
-287.65520575,0.1976469995592536,2.519887722252512
-287.6185851,0.1805679971349583,2.473115419664463
-287.58196445,0.204838158474753,2.438935660080814
-287.5453438,0.1787702074060916,2.519887722252439
-287.50872315,0.1913547355081917,2.438935660080814
-287.4721025,0.1823657868638176,2.460522876659934
-287.43548185,0.1733768382194287,2.490205299456239
-287.3988612,0.1571967306595699,2.508194646605489
-287.36224055,0.1392188333708077,2.519887722252463
-287.3256199,0.1239376206753856,2.465919680804714
-287.28899925,0.100566354200034,2.553168014478576
-287.2523786,0.09966745933557536,2.528882395827146
-287.21575795,0.07809398258909703,2.554067481836095
-287.1791373,0.0897796158267638,2.492903701528613
-287.14251665,0.07359950826689032,2.572056828985384
-287.105896,0.05741940070699887,2.521686656967451
-287.06927535,0.03764371368939372,2.535178667329389
-287.0326547,0.02595808045170651,2.560363753338337
-286.99603405,0.02505918558726991,2.533379732614462
-286.9594134,0.01607023694290394,2.554067481836099
-286.92279275,0.01786802667177059,2.589146708777187
-286.8861721,0.007081288298531422,2.595442980279425
-286.84955145,-0.01449218844797635,2.557665351265971
-286.8129308,-0.002806555210289955,2.592744578207041
-286.77631015,-0.02348113709236931,2.547771210333887
-286.7396895,-0.04415571897441105,2.560363753338361
-286.70306885,-0.04954908816102819,2.575654698415216
-286.6664482,-0.0414590343810988,2.551369079763728
-286.62982755,-0.04685240356771839,2.632321141935352
-286.5932069,-0.05853803680540969,2.559464285980898
-286.55658625,-0.0576391419409731,2.618829131573422
-286.5199656,-0.08011151355190765,2.599040849709284
-286.48334495,-0.07561703922972057,2.570257894270458
-286.4467243,-0.107078359485008,2.60623658856898
-286.41010365,-0.08280819814521989,2.594543512921967
-286.373483,-0.1259551516382011,2.590046176134658
-286.33686235,-0.1097750440783423,2.59814138235182
-286.3002417,-0.1322474156892573,2.597241914994358
-286.26362105,-0.1178650978582791,2.597241914994357
-286.2270004,-0.1511242078424332,2.59814138235182
-286.19037975,-0.1538208924357757,2.570257894270458
-286.1537591,-0.1529219975713383,2.570257894270458
-286.11713845,-0.1798888435044435,2.601739251781646
-286.0805178,-0.161012051351275,2.571157361627921
-286.04389715,-0.1780910537755965,2.615231262143631
-286.0072765,-0.1897766870132723,2.623326468360793
-285.97065585,-0.2023612151153847,2.549570145048869
-285.9340352,-0.2239346918618941,2.646712619654839
-285.89741455,-0.2347214302351333,2.620628066288427
-285.8607939,-0.2275302713196437,2.599040849709284
-285.82417325,-0.2491037480661417,2.61163339271377
-285.7875526,-0.2248335867263568,2.608035523283915
-285.75093195,-0.2526993275238913,2.60623658856899
-285.7143113,-0.2455081686084174,2.613432327428689
-285.67769065,-0.2733739094059519,2.604437653854064
-285.64107,-0.2769694888636983,2.648511554369726
-285.60444935,-0.2886551221013879,2.567559492198068
-285.5678287,-0.2958462810168873,2.634120076650353
-285.53120805,-0.3156219680345104,2.597241914994357
-285.4945874,-0.3434877088320702,2.593644045564504
-285.45796675,-0.3506788677475745,2.598141382351824
-285.4213461,-0.3560722369341941,2.601739251781674
-285.38472545,-0.3812412931384188,2.605337121211524
-285.3481048,-0.3893313469183785,2.59814138235182
-285.31148415,-0.4091070339359836,2.600839784424207
-285.2748635,-0.4459617233779356,2.6035381864966
-285.23824285,-0.472928569311058,2.574755231057774
-285.2016222,-0.5196711022618037,2.638617413437669
-285.16500155,-0.5115810484818669,2.535178667329389
-285.1283809,-0.5789981633146805,2.586448306704774
-285.09176025,-0.5870882170946098,2.561263220695825
-285.0551396,-0.6410219089608057,2.5378770694018
-285.01851895,-0.6715843343517268,2.49740103831593
-284.9818983,-0.7075401289291907,2.47941169116668
-284.94527765,-0.7551815567444065,2.451528203085301
-284.908657,-0.8118119332039636,2.441634062153204
-284.87203635,-0.8567566764259021,2.338195316044935
-284.8354157,-0.9313649501741398,2.35078785904941
-284.79879505,-0.9601295858361828,2.248248580298543
-284.7621744,-1.010467698244632,2.19338107149333
-284.72555375,-1.063502495246392,2.099836466317231
-284.6889331,-1.121031766570434,2.028778545077545
-284.65231245,-1.134515189536983,1.900154712960408
-284.6156918,-1.16777429952118,1.814705314001277
-284.57907115,-1.177662143029992,1.741848458046749
-284.5424505,-1.183954407081068,1.649203320227951
-284.50582985,-1.200134514640927,1.56555285598394
-284.4692092,-1.201932304369803,1.469309848735276
-284.43258855,-1.203730094098677,1.371267906771864
-284.3959679,-1.201033409505367,1.276823834238303
-284.35934725,-1.174066563572242,1.167088816627693
-284.3227266,-1.132717399808158,1.035766582438169
-284.28610595,-1.129121820350371,0.9377246404745486
-284.2494853,-1.089570446315125,0.8459789700132909
-284.21286465,-1.041030123635479,0.7632279731265813
-284.176244,-1.013164382837945,0.669683367950482
-284.13962335,-0.931364950174103,0.5842339689913808
-284.1030027,-0.8909146812744562,0.4888904291003565
-284.06638205,-0.7875417718642475,0.4340229202951444
-284.0297614,-0.739001449184533,0.3521713907659333
-283.99314075,-0.6715843343517881,0.2892086757435588
-283.9565201,-0.5664136352125493,0.244235307870336
-283.91989945,-0.4971987306508683,0.1677805824859545
-283.8832788,-0.392926926376061,0.1587859089113083
-283.84665815,-0.3192175474922601,0.1443944311919085
-283.8100375,-0.2329236405061856,0.1174104104680345
-283.77341685,-0.1421352591980893,0.1452938985493717
-283.7367962,-0.04865019329668316,0.1102146716083345
-283.70017555,0.04123929314714338,0.1785741907755143
-283.6635549,0.1032630387932686,0.152489637409102
-283.62693425,0.1787702074060679,0.2046587441419503
-283.5903136,0.2587718503409979,0.2658225244494554
-283.55369295,0.3207955959872433,0.2928065451733989
-283.5170723,0.3909093954132979,0.3413777824763735
-283.48045165,0.45383203592397,0.4241287793630472
-283.443831,0.5122602021123489,0.4780968208107968
-283.40721035,0.5652949991141082,0.5545515461951087
-283.3705897,0.6129364269293394,0.6453977492989726
-283.33396905,0.6587800650156476,0.7272492788281338
-283.2973484,0.6830502263554578,0.831587492293878
-283.26072775,0.7315905490350781,0.9125395544655759
-283.2241071,0.7297927593062181,1.030369778293363
-283.18748645,0.7459728668660768,1.132909057044087
-283.1508658,0.7720408179347332,1.226453662220388
-283.11424515,0.7405794976794523,1.355077494337525
-283.0776245,0.7396806028150157,1.446823164798699
-283.04100385,0.7324894438995155,1.55206084562199
-283.0043832,0.6830502263554578,1.675287873594463
-282.96776255,0.6821513314910204,1.768832478770648
-282.9311419,0.616532006387089,1.877668029023708
-282.89452125,0.5895651604539118,1.963117427982807
-282.8579006,0.5293392045366597,2.055762565801444
-282.82127995,0.4610231948394783,2.137614095330531
-282.7846593,0.4178762413464203,2.232957635221716
-282.74803865,0.3243911754450142,2.296819817601553
-282.711418,0.2641652195276223,2.367877738841213
-282.67479735,0.1913547355081917,2.433538855936034
-282.6381767,0.09697077474220671,2.464120746089847
-282.60155605,0.03494702909608148,2.529781863184609
-282.5649354,-0.05943693166990924,2.527982928469706
-282.52831475,-0.1277529413670906,2.554067481836118
-282.4916941,-0.214046848353004,2.558564818623431
-282.45507345,-0.3012396502035118,2.564861090125678
-282.4184528,-0.3758479239517494,2.561263220695828
-282.38183215,-0.4639396206666839,2.545072808261485
-282.3452115,-0.5475368430593636,2.521686656967439
-282.30859085,-0.6212462219433044,2.500998907745732
-282.2719702,-0.7012478648781616,2.445231931583058
-282.23534955,-0.7704627694399062,2.41105217199939
-282.1987289,-0.8405765688659609,2.343592120189704
-282.16210825,-0.8963080504610299,2.270735264235241
-282.1254876,-0.9628262704294493,2.205973614497817
-282.08886695,-1.015861067431209,2.117825813466493
-282.0522463,-1.062603600382003,2.025180675647691
-282.01562565,-1.105750553874998,1.942429678761067
-281.979005,-1.136312979265915,1.826398389648221
-281.94238435,-1.184853301945491,1.739150055974359
-281.9057637,-1.193842250589889,1.615923028001801
-281.86914305,-1.220809096522987,1.523277890183164
-281.8325224,-1.182156617352214,1.382960982419015
-281.79590175,-1.185752196809928,1.29661211610241
-281.7592811,-1.165976509792323,1.185078163777061
-281.72266045,-1.127324030621496,1.059152733732096
-281.6860398,-1.125526240892621,0.9719044000581545
-281.64941915,-1.05990691578865,0.8576720456602256
-281.6127985,-1.015861067431257,0.7605295710542764
-281.57617785,-0.9861975369047404,0.648096151371289
-281.5395572,-0.8963080504610806,0.5671440891996645
-281.50293655,-0.872936783985729,0.4789962881683403
-281.4663159,-0.7533837670155317,0.4277266487928514
-281.42969525,-0.7156301827091945,0.357568194910777
-281.3930746,-0.6266395911298561,0.3089969576076944
-281.35645395,-0.5493346327882384,0.2649230570919921
-281.3198333,-0.4756252539042714,0.2127539503590988
-281.28321265,-0.366858975307443,0.189367799065074
-281.246592,-0.3120263885766643,0.1434949638344541
-281.20997135,-0.2059567945731458,0.1533891047665416
-281.1733507,-0.134045205418218,0.1371986923322167
-281.13673005,-0.0414590343810988,0.1542885721240048
-281.1001094,0.0340481342315754,0.1677805824859422
-281.06348875,0.1284320949975727,0.2118544830016567
-281.0268681,0.2102315276613774,0.2307432975083863
-280.99024745,0.3037165935629291,0.2856108063136998
-280.9536268,0.3702348135312373,0.3422772498338368
-280.91700615,0.4367530334996641,0.3998431607115722
-280.8803855,0.5005745688746625,0.4915888311727464
-280.84376485,0.5527104710119851,0.5518531441227335
-280.8071442,0.6129364269293394,0.6337046736519496
-280.77052355,0.6569822752867727,0.7506354301221799
-280.7339029,0.6947358595931441,0.8126986777871484
-280.69728225,0.7091181774241427,0.9377246404745486
-280.6606616,0.7423772874083288,1.027671376220985
-280.62404095,0.744175077137202,1.142803197976183
-280.5874203,0.757658500103751,1.248940346156758
-280.55079965,0.7432761822727645,1.360474298482305
-280.514179,0.7261971798484692,1.475606120237504
-280.47755835,0.7082192825597053,1.586240605205596
-280.4409377,0.6767579623043958,1.698674024888509
-280.40431705,0.653386695829023,1.7994143689244
-280.3676964,0.5967563193694658,1.911847788607314
-280.33107575,0.5679916837073966,2.006291861141046
-280.2944551,0.4888889356369761,2.098936998959683
-280.25783445,0.4322585591774705,2.185285865276082
-280.2212138,0.3729314981245496,2.258142721230689
-280.18459315,0.2839409065453264,2.336396381329926
-280.1479725,0.2273105300856883,2.387666020705406
-280.11135185,0.1437133076930087,2.440734594795741
-280.0747312,0.07449840313125744,2.484808495311482
-280.03811055,-0.002806555210289955,2.527083461112219
-280.0014899,-0.07651593409423157,2.530681330542098
-279.96486925,-0.1574164718935253,2.558564818623435
-279.9282486,-0.2598904864392975,2.559464285980897
-279.89162795,-0.3318020755943839,2.573855763700311
-279.8550073,-0.4270849312246632,2.551369079763749
-279.81838665,-0.5214688919906785,2.543273873546558
-279.781766,-0.5897849016879221,2.511792516035343
-279.74514535,-0.672483229216232,2.465919680804679
-279.7085247,-0.7470915029644697,2.427242584433791
-279.67190405,-0.819901986983956,2.365179336768771
-279.6352834,-0.8810268377656446,2.307613425891171
-279.59866275,-0.9421516885473332,2.231158700506859
-279.5620421,-0.9960853804136337,2.156502909837335
-279.52542145,-1.045524597957646,2.069254576163473
-279.4888008,-1.08777265658625,1.973011568914819
-279.45218015,-1.125526240892621,1.877668029023708
-279.4155595,-1.155189771419084,1.767933011413107
-279.37893885,-1.185752196809928,1.68248361245417
-279.3423182,-1.185752196809936,1.554759247694295
-279.30569755,-1.193842250589865,1.461214642518196
-279.2690769,-1.185752196809936,1.353278559622696
-279.23245625,-1.170470984114492,1.237247270509831
-279.1958356,-1.153391981690197,1.141903730618807
-279.15921495,-1.127324030621496,1.038464984510439
-279.1225943,-1.103053869281686,0.9395235751894753
-279.08597365,-1.059906915788652,0.8405821658684302
-279.049353,-1.017658857160132,0.7515348974796433
-279.01273235,-0.9646240601582653,0.6615881617332403
-278.9761117,-0.8999036299188303,0.5824350342765409
-278.93949105,-0.8441721483237613,0.502382439462379
-278.9028704,-0.7686649797109677,0.4322239855801679
-278.86624975,-0.7012478648782229,0.3683618032003309
-278.8296291,-0.6212462219432316,0.3116953596800843
-278.79300845,-0.548435737923801,0.2640235897345288
-278.7563878,-0.4693329898532332,0.2244470260061071
-278.71976715,-0.3866346623250662,0.1848704622777574
-278.6831465,-0.3021385450678788,0.1641827130560865
-278.64652585,-0.2248335867263315,0.1479923006217617
-278.6099052,-0.1376407848759815,0.1461933659068367
-278.57328455,-0.05134687788991037,0.1533891047665416
-278.5366639,0.01966581640058083,0.163283245698629
-278.50004325,0.1086564079799495,0.203759276784487
-278.4634226,0.1796691022705053,0.2226480912912165
-278.42680195,0.2578729554766307,0.2667219918069735
-278.3901813,0.3351779138181781,0.3269863047569606
-278.35356065,0.3972016594644203,0.3638644664130193
-278.31694,0.4637198794327285,0.4331234529376313
-278.28031935,0.5176535712989243,0.5077792436070181
-278.2436987,0.5724861580296556,0.5707419586295178
-278.20707805,0.6174309012515264,0.6705828353079453
-278.1704574,0.6551844855578979,0.7452386259774001
-278.13383675,0.6866458058132073,0.8513757741580708
-278.0972161,0.7199049157974008,0.9314283689724118
-278.06059545,0.7297927593062034,1.048359125442536
-278.0239748,0.7513662360526816,1.149998936835798
-277.98735415,0.7531640257815762,1.256136085016561
-277.9507335,0.7459728668660833,1.366770569984447
-277.91411285,0.7351861284928278,1.468410381377902
-277.8774922,0.7100170722885801,1.575446996916036
-277.84087155,0.7055225979663931,1.675287873594463
-277.8042509,0.6479933266423985,1.789520227992304
-277.76763025,0.6372065882690898,1.90375258239021
-277.7310096,0.5715872631652182,1.975709970987209
-277.69438895,0.5239458353500785,2.084545521240171
-277.6577683,0.4781021972637272,2.150206638335092
-277.62114765,0.3864149210911942,2.250946982370891
-277.584527,0.336975703547053,2.317507566823267
-277.54790635,0.2425917427811244,2.386766553347942
-277.5112857,0.1823657868637358,2.435337790650999
-277.47466505,0.09247630042007604,2.476713289094274
-277.4380444,0.01067686775620342,2.511792516035375
-277.40142375,-0.06393140599203417,2.546871742976412
-277.3648031,-0.1735965794532991,2.568458959555512
-277.32818245,-0.2428114840150798,2.581950969917481
-277.2915618,-0.3524766574763447,2.563961622768231
-277.25494115,-0.4324783004113744,2.564861090125678
-277.2183205,-0.5322556303639275,2.552268547121192
-277.18169985,-0.6095605887056302,2.508194646605462
-277.1450792,-0.7030456546070364,2.4785122238092
-277.10845855,-0.7713616643043461,2.407454302569555
-277.0718379,-0.8441721483237106,2.359782532624043
-277.03521725,-0.9106903682920188,2.268036862162869
-276.9985966,-0.9754107985315732,2.205074147140353
-276.96197595,-1.028445595533332,2.103434335747092
-276.9253553,-1.085075971992938,2.017984936787985
-276.88873465,-1.118335081977122,1.901953647675218
-276.852114,-1.151594191961327,1.796715966851916
-276.81549335,-1.174066563572242,1.69327722074373
-276.7788727,-1.189347776267685,1.562854453911464
-276.74225205,-1.197437830047615,1.468410381377902
-276.7056314,-1.181257722487756,1.339786549260766
-276.66901075,-1.169572089250055,1.233649401079978
-276.6323901,-1.14440303304583,1.121215981397166
-276.59576945,-1.121930661434872,1.0222745720761
-276.5591488,-1.085974866857375,0.9179363586103558
-276.52252815,-1.050019072279828,0.8198944166467707
-276.4859075,-0.9942875906847589,0.7272492788281338
-276.44928685,-0.9412527936828933,0.6391014777966509
-276.4126662,-0.8774312583078949,0.5527526114802516
-276.37604555,-0.8118119332040232,0.4735994840235522
-276.3394249,-0.7470915029644697,0.4025415627838787
-276.30280425,-0.6572020165208099,0.3368804456891167
-276.2661836,-0.5888860068234847,0.2847113389561849
-276.22956295,-0.5079854690241173,0.2352406342957028
-276.1929423,-0.4010169801560027,0.2001614073545961
-276.15632165,-0.3327009704588213,0.1587859089113214
-276.119701,-0.2329236405061889,0.152489637409066
-276.08308035,-0.1457308386558389,0.1389976270471286
-276.0464597,-0.05224577275443282,0.148891767979216
-276.00983905,0.02955365990945699,0.1713784519158078
-275.9732184,0.1122519874376992,0.1902672664225373
-275.93659775,0.2039392636103155,0.2433358405128726
-275.8999771,0.2686596938498094,0.2649230570919921
-275.86335645,0.34776244192036,0.3332825762592545
-275.8267358,0.4115839772953584,0.389049552421929
-275.79011515,0.4754055126704623,0.4430175938697956
-275.7534945,0.5275414148077849,0.5176733845391824
-275.71687385,0.5805762118095442,0.6004243814257317
-275.6802532,0.627318744760338,0.6723817700228719
-275.64363255,0.6623756444733971,0.7776194508460793
-275.6070119,0.6974325441864564,0.8621693824476305
-275.57039125,0.7235004952551414,0.9575129223387414
-275.5337706,0.7360850233572849,1.070845809379201
-275.49714995,0.7576585001037632,1.161692012482913
-275.4605293,0.7495684463238338,1.278622768953037
-275.42390865,0.7477706565949516,1.381162047703961
-275.387288,0.7315905490350929,1.494494934744235
-275.35066735,0.7109159671530176,1.601531550282472
-275.3140467,0.6893424904065196,1.697774557531046
-275.27742605,0.6533866958289887,1.797615434209559
-275.2408054,0.6156331115226515,1.891160039385658
-275.20418475,0.578778422080671,1.978408373059678
-275.1675641,0.5275414148077849,2.06565670673354
-275.13094345,0.4664165640260963,2.149307170977552
-275.0943228,0.410685082430921,2.23115870050679
-275.05770215,0.3333801240893736,2.302216621746326
-275.0210815,0.2704574835786843,2.366078804126286
-274.98446085,0.198545894423691,2.421845780289011
-274.9478402,0.1176453566242616,2.469517550234612
-274.91121955,0.04932934692708012,2.518988254895049
-274.8745989,-0.03606566519453318,2.525284526397333
-274.83797825,-0.1007860954339682,2.570257894270458
-274.8013576,-0.1951700561998109,2.566660024840608
-274.76473695,-0.2760705939992641,2.584649371989871
-274.7281163,-0.3605667112563044,2.580152035202558
-274.69149565,-0.4549506720223098,2.564861090125678
-274.654875,-0.5358512098216771,2.549570145048802
-274.61825435,-0.620347327078862,2.507295179248002
-274.5816337,-0.6949556008270996,2.480311158524127
-274.54501305,-0.7686649797110274,2.420046845574041
-274.5083924,-0.834284304814899,2.37237507562853
-274.47177175,-0.894510260732151,2.299518219674067
-274.4351511,-0.961927375565012,2.273433666307565
-274.39853045,-1.007771013651278,2.152005573050129
-274.3619098,-1.074289233619689,2.128619421755972
-274.32528915,-1.08777265658625,1.991000916064086
-274.2886685,-1.145301927910245,1.937032874616182
-274.25204785,-1.146200822774682,1.821901052860983
-274.2154272,-1.173167668707836,1.734652719186965
-274.17880655,-1.207325673556426,1.650102787585491
-274.1421859,-1.192044460861004,1.526875759613129
-274.10556525,-1.225303570845174,1.443225295368929
-274.0689446,-1.176763248165598,1.308305191749555
-274.03232395,-1.191145565996553,1.218358456003102
-273.9957033,-1.145301927910245,1.094231960673165
-273.95908265,-1.122829556299278,0.9799996062752351
-273.922462,-1.088671551450688,0.8819576643118233
-273.88584135,-1.019456646888985,0.7722226467012128
-273.8492207,-0.9960853804136337,0.6768791068101885
-273.81260005,-0.8981058401900446,0.5851334363490143
-273.7759794,-0.8585544661547092,0.4969856353175263
-273.73935875,-0.7686649797110494,0.4304250508653018
-273.7027381,-0.702146759742599,0.3566687275532498
-273.66611745,-0.6302351705876057,0.3044996208203778
-273.6294968,-0.5403456841438127,0.2604257203046183
-273.59287615,-0.483715307684307,0.1974630052822438
-273.5562555,-0.3605667112563395,0.1794736581329326
-273.51963485,-0.314723073170073,0.1300029534724955
-273.4830142,-0.1987656356577519,0.1479923006217453
-273.44639355,-0.1268540465026532,0.1327013555448854
-273.4097729,-0.03876234978778656,0.1425954964769818
-273.37315225,0.04753155719820529,0.1785741907755143
-273.3365316,0.1167464617598863,0.1839709949202941
-273.29991095,0.1994447892881873,0.2460342425852675
-273.2632903,0.2641652195276223,0.2514310467300425
-273.22666965,0.3378745984114233,0.3278857721143543
-273.190049,0.3945049748710475,0.35127192340847
-273.15342835,0.4637198794326656,0.4259277140778568
-273.1168077,0.5122602021123489,0.48439309231304
-273.08018705,0.5724861580296556,0.5410595358332285
-273.0435664,0.6111386372004645,0.6561913575885323
-273.00694575,0.6659712239311468,0.6939689866019914
